# NEPTS  2002 NPROJ     3 NSPIN     1
#
@ XAXIS LABEL "E-EFERMI (HARTREE)"
@ YAXIS LABEL "DENSITY OF STATES (STATES/HARTREE/CELL)"
  3.1277E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1316E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1354E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1393E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1431E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1469E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1508E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1546E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1584E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1623E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1661E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1699E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1738E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1776E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1815E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1853E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1891E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1930E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.1968E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2006E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2045E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2083E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2122E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2160E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2198E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2237E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2275E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2313E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2352E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2390E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2429E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2467E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2505E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2544E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2582E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2620E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2659E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2697E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2736E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2774E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2812E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2851E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2889E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2927E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.2966E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3004E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3043E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3081E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3119E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3158E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3196E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3234E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3273E-01  0.0000E+00  0.0000E+00  0.0000E+00
  3.3311E-01  4.5902E-02  4.5902E-02  8.4929E-02
  3.3350E-01  1.1609E-01  1.1609E-01  2.1480E-01
  3.3388E-01  1.8629E-01  1.8629E-01  3.4467E-01
  3.3426E-01  2.5648E-01  2.5648E-01  4.7454E-01
  3.3465E-01  3.2667E-01  3.2667E-01  6.0442E-01
  3.3503E-01  3.9686E-01  3.9686E-01  7.3429E-01
  3.3541E-01  4.6705E-01  4.6705E-01  8.6416E-01
  3.3580E-01  5.3724E-01  5.3724E-01  9.9403E-01
  3.3618E-01  6.0744E-01  6.0744E-01  1.1239E+00
  3.3657E-01  6.7763E-01  6.7763E-01  1.2538E+00
  3.3695E-01  7.4782E-01  7.4782E-01  1.3836E+00
  3.3733E-01  8.1801E-01  8.1801E-01  1.5135E+00
  3.3772E-01  8.8820E-01  8.8820E-01  1.6434E+00
  3.3810E-01  9.4766E-01  9.4766E-01  1.7539E+00
  3.3848E-01  9.8243E-01  9.8243E-01  1.8188E+00
  3.3887E-01  1.0171E+00  1.0171E+00  1.8822E+00
  3.3925E-01  1.0516E+00  1.0516E+00  1.9441E+00
  3.3963E-01  1.0860E+00  1.0860E+00  2.0046E+00
  3.4002E-01  1.1202E+00  1.1202E+00  2.0640E+00
  3.4040E-01  1.1544E+00  1.1544E+00  2.1223E+00
  3.4079E-01  1.1884E+00  1.1884E+00  2.1796E+00
  3.4117E-01  1.2222E+00  1.2222E+00  2.2360E+00
  3.4155E-01  1.2559E+00  1.2559E+00  2.2917E+00
  3.4194E-01  1.2895E+00  1.2895E+00  2.3466E+00
  3.4232E-01  1.3229E+00  1.3229E+00  2.4009E+00
  3.4270E-01  1.3561E+00  1.3561E+00  2.4545E+00
  3.4309E-01  1.3891E+00  1.3891E+00  2.5077E+00
  3.4347E-01  1.4219E+00  1.4219E+00  2.5603E+00
  3.4386E-01  1.4545E+00  1.4545E+00  2.6125E+00
  3.4424E-01  1.4869E+00  1.4869E+00  2.6643E+00
  3.4462E-01  1.5190E+00  1.5190E+00  2.7157E+00
  3.4501E-01  1.5509E+00  1.5509E+00  2.7667E+00
  3.4539E-01  1.5826E+00  1.5826E+00  2.8174E+00
  3.4577E-01  1.6140E+00  1.6140E+00  2.8678E+00
  3.4616E-01  1.6451E+00  1.6451E+00  2.9179E+00
  3.4654E-01  1.6759E+00  1.6759E+00  2.9677E+00
  3.4693E-01  1.7064E+00  1.7064E+00  3.0172E+00
  3.4731E-01  1.7366E+00  1.7366E+00  3.0664E+00
  3.4769E-01  1.7665E+00  1.7665E+00  3.1154E+00
  3.4808E-01  1.7961E+00  1.7961E+00  3.1640E+00
  3.4846E-01  1.8253E+00  1.8253E+00  3.2124E+00
  3.4884E-01  1.8542E+00  1.8542E+00  3.2605E+00
  3.4923E-01  1.8827E+00  1.8827E+00  3.3083E+00
  3.4961E-01  1.9109E+00  1.9109E+00  3.3559E+00
  3.5000E-01  1.9387E+00  1.9387E+00  3.4031E+00
  3.5038E-01  1.9661E+00  1.9661E+00  3.4500E+00
  3.5076E-01  1.9931E+00  1.9931E+00  3.4966E+00
  3.5115E-01  2.0197E+00  2.0197E+00  3.5429E+00
  3.5153E-01  2.0460E+00  2.0460E+00  3.5888E+00
  3.5191E-01  2.0719E+00  2.0719E+00  3.6344E+00
  3.5230E-01  2.0973E+00  2.0973E+00  3.6797E+00
  3.5268E-01  2.1224E+00  2.1224E+00  3.7246E+00
  3.5307E-01  2.1471E+00  2.1471E+00  3.7691E+00
  3.5345E-01  2.1713E+00  2.1713E+00  3.8132E+00
  3.5383E-01  2.1952E+00  2.1952E+00  3.8569E+00
  3.5422E-01  2.2187E+00  2.2187E+00  3.9002E+00
  3.5460E-01  2.2417E+00  2.2417E+00  3.9431E+00
  3.5498E-01  2.2644E+00  2.2644E+00  3.9856E+00
  3.5537E-01  2.2867E+00  2.2867E+00  4.0277E+00
  3.5575E-01  2.3086E+00  2.3086E+00  4.0693E+00
  3.5614E-01  2.3301E+00  2.3301E+00  4.1105E+00
  3.5652E-01  2.3512E+00  2.3512E+00  4.1513E+00
  3.5690E-01  2.3719E+00  2.3719E+00  4.1916E+00
  3.5729E-01  2.3923E+00  2.3923E+00  4.2315E+00
  3.5767E-01  2.4123E+00  2.4123E+00  4.2709E+00
  3.5805E-01  2.4319E+00  2.4319E+00  4.3098E+00
  3.5844E-01  2.4512E+00  2.4512E+00  4.3483E+00
  3.5882E-01  2.4702E+00  2.4702E+00  4.3863E+00
  3.5921E-01  2.4888E+00  2.4888E+00  4.4239E+00
  3.5959E-01  2.5071E+00  2.5071E+00  4.4610E+00
  3.5997E-01  2.5251E+00  2.5251E+00  4.4977E+00
  3.6036E-01  2.5427E+00  2.5427E+00  4.5339E+00
  3.6074E-01  2.5601E+00  2.5601E+00  4.5697E+00
  3.6112E-01  2.5772E+00  2.5772E+00  4.6050E+00
  3.6151E-01  2.5940E+00  2.5940E+00  4.6400E+00
  3.6189E-01  2.6105E+00  2.6105E+00  4.6744E+00
  3.6227E-01  2.6268E+00  2.6268E+00  4.7085E+00
  3.6266E-01  2.6428E+00  2.6428E+00  4.7422E+00
  3.6304E-01  2.6586E+00  2.6586E+00  4.7754E+00
  3.6343E-01  2.6742E+00  2.6742E+00  4.8083E+00
  3.6381E-01  2.6896E+00  2.6896E+00  4.8408E+00
  3.6419E-01  2.7048E+00  2.7048E+00  4.8729E+00
  3.6458E-01  2.7198E+00  2.7198E+00  4.9046E+00
  3.6496E-01  2.7346E+00  2.7346E+00  4.9361E+00
  3.6534E-01  2.7493E+00  2.7493E+00  4.9672E+00
  3.6573E-01  2.7639E+00  2.7639E+00  4.9979E+00
  3.6611E-01  2.7783E+00  2.7783E+00  5.0284E+00
  3.6650E-01  2.7926E+00  2.7926E+00  5.0586E+00
  3.6688E-01  2.8068E+00  2.8068E+00  5.0885E+00
  3.6726E-01  2.8209E+00  2.8209E+00  5.1182E+00
  3.6765E-01  2.8349E+00  2.8349E+00  5.1476E+00
  3.6803E-01  2.8488E+00  2.8488E+00  5.1768E+00
  3.6841E-01  2.8628E+00  2.8628E+00  5.2058E+00
  3.6880E-01  2.8766E+00  2.8766E+00  5.2346E+00
  3.6918E-01  2.8905E+00  2.8905E+00  5.2632E+00
  3.6957E-01  2.9043E+00  2.9043E+00  5.2917E+00
  3.6995E-01  2.9181E+00  2.9181E+00  5.3200E+00
  3.7033E-01  2.9319E+00  2.9319E+00  5.3483E+00
  3.7072E-01  2.9458E+00  2.9458E+00  5.3764E+00
  3.7110E-01  2.9596E+00  2.9596E+00  5.4044E+00
  3.7148E-01  2.9736E+00  2.9736E+00  5.4324E+00
  3.7187E-01  2.9876E+00  2.9876E+00  5.4604E+00
  3.7225E-01  3.0016E+00  3.0016E+00  5.4883E+00
  3.7264E-01  3.0157E+00  3.0157E+00  5.5162E+00
  3.7302E-01  3.0299E+00  3.0299E+00  5.5441E+00
  3.7340E-01  3.0442E+00  3.0442E+00  5.5720E+00
  3.7379E-01  3.0586E+00  3.0586E+00  5.5999E+00
  3.7417E-01  3.0732E+00  3.0732E+00  5.6280E+00
  3.7455E-01  3.0878E+00  3.0878E+00  5.6561E+00
  3.7494E-01  3.1026E+00  3.1026E+00  5.6843E+00
  3.7532E-01  3.1175E+00  3.1175E+00  5.7126E+00
  3.7571E-01  3.1326E+00  3.1326E+00  5.7410E+00
  3.7609E-01  3.1478E+00  3.1478E+00  5.7695E+00
  3.7647E-01  3.1632E+00  3.1632E+00  5.7982E+00
  3.7686E-01  3.1787E+00  3.1787E+00  5.8271E+00
  3.7724E-01  3.1945E+00  3.1945E+00  5.8562E+00
  3.7762E-01  3.2104E+00  3.2104E+00  5.8854E+00
  3.7801E-01  3.2265E+00  3.2265E+00  5.9149E+00
  3.7839E-01  3.2428E+00  3.2428E+00  5.9446E+00
  3.7878E-01  3.2593E+00  3.2593E+00  5.9745E+00
  3.7916E-01  3.2760E+00  3.2760E+00  6.0047E+00
  3.7954E-01  3.2929E+00  3.2929E+00  6.0351E+00
  3.7993E-01  3.3100E+00  3.3100E+00  6.0658E+00
  3.8031E-01  3.3273E+00  3.3273E+00  6.0967E+00
  3.8069E-01  3.3448E+00  3.3448E+00  6.1280E+00
  3.8108E-01  3.3626E+00  3.3626E+00  6.1595E+00
  3.8146E-01  3.3805E+00  3.3805E+00  6.1913E+00
  3.8185E-01  3.3987E+00  3.3987E+00  6.2235E+00
  3.8223E-01  3.4171E+00  3.4171E+00  6.2559E+00
  3.8261E-01  3.4357E+00  3.4357E+00  6.2887E+00
  3.8300E-01  3.4546E+00  3.4546E+00  6.3218E+00
  3.8338E-01  3.4736E+00  3.4736E+00  6.3553E+00
  3.8376E-01  3.4929E+00  3.4929E+00  6.3890E+00
  3.8415E-01  3.5124E+00  3.5124E+00  6.4232E+00
  3.8453E-01  3.5321E+00  3.5321E+00  6.4576E+00
  3.8491E-01  3.5520E+00  3.5520E+00  6.4924E+00
  3.8530E-01  3.5721E+00  3.5721E+00  6.5276E+00
  3.8568E-01  3.5925E+00  3.5925E+00  6.5630E+00
  3.8607E-01  3.6130E+00  3.6130E+00  6.5989E+00
  3.8645E-01  3.6338E+00  3.6338E+00  6.6350E+00
  3.8683E-01  3.6547E+00  3.6547E+00  6.6716E+00
  3.8722E-01  3.6758E+00  3.6758E+00  6.7084E+00
  3.8760E-01  3.6972E+00  3.6972E+00  6.7456E+00
  3.8798E-01  3.7187E+00  3.7187E+00  6.7831E+00
  3.8837E-01  3.7403E+00  3.7403E+00  6.8210E+00
  3.8875E-01  3.7622E+00  3.7622E+00  6.8592E+00
  3.8914E-01  3.7842E+00  3.7842E+00  6.8977E+00
  3.8952E-01  3.8064E+00  3.8064E+00  6.9365E+00
  3.8990E-01  3.8287E+00  3.8287E+00  6.9756E+00
  3.9029E-01  3.8512E+00  3.8512E+00  7.0151E+00
  3.9067E-01  3.8738E+00  3.8738E+00  7.0548E+00
  3.9105E-01  3.8966E+00  3.8966E+00  7.0948E+00
  3.9144E-01  3.9195E+00  3.9195E+00  7.1351E+00
  3.9182E-01  3.9425E+00  3.9425E+00  7.1757E+00
  3.9221E-01  3.9656E+00  3.9656E+00  7.2165E+00
  3.9259E-01  3.9888E+00  3.9888E+00  7.2576E+00
  3.9297E-01  4.0121E+00  4.0121E+00  7.2989E+00
  3.9336E-01  4.0355E+00  4.0355E+00  7.3404E+00
  3.9374E-01  4.0590E+00  4.0590E+00  7.3822E+00
  3.9412E-01  4.0825E+00  4.0825E+00  7.4242E+00
  3.9451E-01  4.1061E+00  4.1061E+00  7.4663E+00
  3.9489E-01  4.1298E+00  4.1298E+00  7.5087E+00
  3.9528E-01  4.1535E+00  4.1535E+00  7.5512E+00
  3.9566E-01  4.1772E+00  4.1772E+00  7.5939E+00
  3.9604E-01  4.2010E+00  4.2010E+00  7.6367E+00
  3.9643E-01  4.2248E+00  4.2248E+00  7.6796E+00
  3.9681E-01  4.2486E+00  4.2486E+00  7.7227E+00
  3.9719E-01  4.2723E+00  4.2723E+00  7.7659E+00
  3.9758E-01  4.2961E+00  4.2961E+00  7.8091E+00
  3.9796E-01  4.3199E+00  4.3199E+00  7.8525E+00
  3.9835E-01  4.3436E+00  4.3436E+00  7.8959E+00
  3.9873E-01  4.3673E+00  4.3673E+00  7.9393E+00
  3.9911E-01  4.3909E+00  4.3909E+00  7.9828E+00
  3.9950E-01  4.4145E+00  4.4145E+00  8.0262E+00
  3.9988E-01  4.4380E+00  4.4380E+00  8.0697E+00
  4.0026E-01  4.4615E+00  4.4615E+00  8.1132E+00
  4.0065E-01  4.4849E+00  4.4849E+00  8.1566E+00
  4.0103E-01  4.5081E+00  4.5081E+00  8.2000E+00
  4.0142E-01  4.5313E+00  4.5313E+00  8.2434E+00
  4.0180E-01  4.5544E+00  4.5544E+00  8.2867E+00
  4.0218E-01  4.5773E+00  4.5773E+00  8.3298E+00
  4.0257E-01  4.6002E+00  4.6002E+00  8.3729E+00
  4.0295E-01  4.6229E+00  4.6229E+00  8.4159E+00
  4.0333E-01  4.6454E+00  4.6454E+00  8.4587E+00
  4.0372E-01  4.6678E+00  4.6678E+00  8.5014E+00
  4.0410E-01  4.6901E+00  4.6901E+00  8.5440E+00
  4.0449E-01  4.7122E+00  4.7122E+00  8.5863E+00
  4.0487E-01  4.7341E+00  4.7341E+00  8.6285E+00
  4.0525E-01  4.7559E+00  4.7559E+00  8.6705E+00
  4.0564E-01  4.7775E+00  4.7775E+00  8.7123E+00
  4.0602E-01  4.7989E+00  4.7989E+00  8.7538E+00
  4.0640E-01  4.8201E+00  4.8201E+00  8.7951E+00
  4.0679E-01  4.8411E+00  4.8411E+00  8.8362E+00
  4.0717E-01  4.8619E+00  4.8619E+00  8.8770E+00
  4.0755E-01  4.8825E+00  4.8825E+00  8.9175E+00
  4.0794E-01  4.9028E+00  4.9028E+00  8.9578E+00
  4.0832E-01  4.9230E+00  4.9230E+00  8.9978E+00
  4.0871E-01  4.9429E+00  4.9429E+00  9.0374E+00
  4.0909E-01  4.9627E+00  4.9627E+00  9.0768E+00
  4.0947E-01  4.9821E+00  4.9821E+00  9.1158E+00
  4.0986E-01  5.0014E+00  5.0014E+00  9.1546E+00
  4.1024E-01  5.0204E+00  5.0204E+00  9.1929E+00
  4.1062E-01  5.0392E+00  5.0392E+00  9.2310E+00
  4.1101E-01  5.0578E+00  5.0578E+00  9.2687E+00
  4.1139E-01  5.0761E+00  5.0761E+00  9.3060E+00
  4.1178E-01  5.0941E+00  5.0941E+00  9.3429E+00
  4.1216E-01  5.1119E+00  5.1119E+00  9.3796E+00
  4.1254E-01  5.1295E+00  5.1295E+00  9.4158E+00
  4.1293E-01  5.1469E+00  5.1469E+00  9.4516E+00
  4.1331E-01  5.1640E+00  5.1640E+00  9.4871E+00
  4.1369E-01  5.1808E+00  5.1808E+00  9.5222E+00
  4.1408E-01  5.1974E+00  5.1974E+00  9.5569E+00
  4.1446E-01  5.2138E+00  5.2138E+00  9.5912E+00
  4.1485E-01  5.2299E+00  5.2299E+00  9.6251E+00
  4.1523E-01  5.2458E+00  5.2458E+00  9.6587E+00
  4.1561E-01  5.2614E+00  5.2614E+00  9.6918E+00
  4.1600E-01  5.2769E+00  5.2769E+00  9.7246E+00
  4.1638E-01  5.2921E+00  5.2921E+00  9.7570E+00
  4.1676E-01  5.3070E+00  5.3070E+00  9.7890E+00
  4.1715E-01  5.3218E+00  5.3218E+00  9.8206E+00
  4.1753E-01  5.3363E+00  5.3363E+00  9.8518E+00
  4.1792E-01  5.3506E+00  5.3506E+00  9.8826E+00
  4.1830E-01  5.3647E+00  5.3647E+00  9.9131E+00
  4.1868E-01  5.3786E+00  5.3786E+00  9.9432E+00
  4.1907E-01  5.3923E+00  5.3923E+00  9.9730E+00
  4.1945E-01  5.4058E+00  5.4058E+00  1.0002E+01
  4.1983E-01  5.4191E+00  5.4191E+00  1.0031E+01
  4.2022E-01  5.4322E+00  5.4322E+00  1.0060E+01
  4.2060E-01  5.4452E+00  5.4452E+00  1.0088E+01
  4.2099E-01  5.4580E+00  5.4580E+00  1.0117E+01
  4.2137E-01  5.4706E+00  5.4706E+00  1.0144E+01
  4.2175E-01  5.4831E+00  5.4831E+00  1.0172E+01
  4.2214E-01  5.4954E+00  5.4954E+00  1.0199E+01
  4.2252E-01  5.5076E+00  5.5076E+00  1.0226E+01
  4.2290E-01  5.5197E+00  5.5197E+00  1.0252E+01
  4.2329E-01  5.5317E+00  5.5317E+00  1.0279E+01
  4.2367E-01  5.5435E+00  5.5435E+00  1.0305E+01
  4.2406E-01  5.5553E+00  5.5553E+00  1.0330E+01
  4.2444E-01  5.5669E+00  5.5669E+00  1.0356E+01
  4.2482E-01  5.5785E+00  5.5785E+00  1.0381E+01
  4.2521E-01  5.5900E+00  5.5900E+00  1.0407E+01
  4.2559E-01  5.6015E+00  5.6015E+00  1.0432E+01
  4.2597E-01  5.6129E+00  5.6129E+00  1.0457E+01
  4.2636E-01  5.6242E+00  5.6242E+00  1.0481E+01
  4.2674E-01  5.6356E+00  5.6356E+00  1.0506E+01
  4.2713E-01  5.6469E+00  5.6469E+00  1.0530E+01
  4.2751E-01  5.6582E+00  5.6582E+00  1.0555E+01
  4.2789E-01  5.6696E+00  5.6696E+00  1.0579E+01
  4.2828E-01  5.6809E+00  5.6809E+00  1.0603E+01
  4.2866E-01  5.6923E+00  5.6923E+00  1.0627E+01
  4.2904E-01  5.7037E+00  5.7037E+00  1.0652E+01
  4.2943E-01  5.7152E+00  5.7152E+00  1.0676E+01
  4.2981E-01  5.7267E+00  5.7267E+00  1.0700E+01
  4.3019E-01  5.7383E+00  5.7383E+00  1.0724E+01
  4.3058E-01  5.7500E+00  5.7500E+00  1.0749E+01
  4.3096E-01  5.7618E+00  5.7618E+00  1.0773E+01
  4.3135E-01  5.7737E+00  5.7737E+00  1.0797E+01
  4.3173E-01  5.7858E+00  5.7858E+00  1.0822E+01
  4.3211E-01  5.7980E+00  5.7980E+00  1.0846E+01
  4.3250E-01  5.8103E+00  5.8103E+00  1.0871E+01
  4.3288E-01  5.8228E+00  5.8228E+00  1.0896E+01
  4.3326E-01  5.8354E+00  5.8354E+00  1.0921E+01
  4.3365E-01  5.8483E+00  5.8483E+00  1.0947E+01
  4.3403E-01  5.8613E+00  5.8613E+00  1.0973E+01
  4.3442E-01  5.8746E+00  5.8746E+00  1.0998E+01
  4.3480E-01  5.8881E+00  5.8881E+00  1.1025E+01
  4.3518E-01  5.9018E+00  5.9018E+00  1.1051E+01
  4.3557E-01  5.9158E+00  5.9158E+00  1.1078E+01
  4.3595E-01  5.9300E+00  5.9300E+00  1.1105E+01
  4.3633E-01  5.9445E+00  5.9445E+00  1.1132E+01
  4.3672E-01  5.9593E+00  5.9593E+00  1.1160E+01
  4.3710E-01  5.9743E+00  5.9743E+00  1.1188E+01
  4.3749E-01  5.9897E+00  5.9897E+00  1.1217E+01
  4.3787E-01  6.0053E+00  6.0053E+00  1.1246E+01
  4.3825E-01  6.0213E+00  6.0213E+00  1.1275E+01
  4.3864E-01  6.0377E+00  6.0377E+00  1.1305E+01
  4.3902E-01  6.0543E+00  6.0543E+00  1.1336E+01
  4.3940E-01  6.0713E+00  6.0713E+00  1.1367E+01
  4.3979E-01  6.0887E+00  6.0887E+00  1.1398E+01
  4.4017E-01  6.1065E+00  6.1065E+00  1.1430E+01
  4.4056E-01  6.1246E+00  6.1246E+00  1.1463E+01
  4.4094E-01  6.1431E+00  6.1431E+00  1.1496E+01
  4.4132E-01  6.1620E+00  6.1620E+00  1.1529E+01
  4.4171E-01  6.1813E+00  6.1813E+00  1.1564E+01
  4.4209E-01  6.2010E+00  6.2010E+00  1.1599E+01
  4.4247E-01  6.2129E+00  6.2129E+00  1.1612E+01
  4.4286E-01  6.2051E+00  6.2051E+00  1.1572E+01
  4.4324E-01  6.1977E+00  6.1977E+00  1.1533E+01
  4.4363E-01  6.1908E+00  6.1908E+00  1.1495E+01
  4.4401E-01  6.1843E+00  6.1843E+00  1.1457E+01
  4.4439E-01  6.1782E+00  6.1782E+00  1.1420E+01
  4.4478E-01  6.1726E+00  6.1726E+00  1.1383E+01
  4.4516E-01  6.1674E+00  6.1674E+00  1.1347E+01
  4.4554E-01  6.1627E+00  6.1627E+00  1.1312E+01
  4.4593E-01  6.1542E+00  6.1542E+00  1.1270E+01
  4.4631E-01  6.1332E+00  6.1332E+00  1.1208E+01
  4.4670E-01  6.1352E+00  6.1352E+00  1.1199E+01
  4.4708E-01  6.1571E+00  6.1571E+00  1.1235E+01
  4.4746E-01  6.1963E+00  6.1963E+00  1.1310E+01
  4.4785E-01  6.2503E+00  6.2503E+00  1.1418E+01
  4.4823E-01  6.3169E+00  6.3169E+00  1.1555E+01
  4.4861E-01  6.3939E+00  6.3939E+00  1.1716E+01
  4.4900E-01  6.4795E+00  6.4795E+00  1.1895E+01
  4.4938E-01  6.5721E+00  6.5721E+00  1.2090E+01
  4.4977E-01  6.6699E+00  6.6699E+00  1.2297E+01
  4.5015E-01  6.7718E+00  6.7718E+00  1.2512E+01
  4.5053E-01  6.8764E+00  6.8764E+00  1.2733E+01
  4.5092E-01  6.9826E+00  6.9826E+00  1.2957E+01
  4.5130E-01  7.0895E+00  7.0895E+00  1.3183E+01
  4.5168E-01  7.1962E+00  7.1962E+00  1.3407E+01
  4.5207E-01  7.3019E+00  7.3019E+00  1.3628E+01
  4.5245E-01  7.4060E+00  7.4060E+00  1.3845E+01
  4.5283E-01  7.5079E+00  7.5079E+00  1.4057E+01
  4.5322E-01  7.6072E+00  7.6072E+00  1.4262E+01
  4.5360E-01  7.7034E+00  7.7034E+00  1.4460E+01
  4.5399E-01  7.7963E+00  7.7963E+00  1.4650E+01
  4.5437E-01  7.8856E+00  7.8856E+00  1.4830E+01
  4.5475E-01  7.9710E+00  7.9710E+00  1.5002E+01
  4.5514E-01  8.0526E+00  8.0526E+00  1.5164E+01
  4.5552E-01  8.1301E+00  8.1301E+00  1.5317E+01
  4.5590E-01  8.2036E+00  8.2036E+00  1.5460E+01
  4.5629E-01  8.2730E+00  8.2730E+00  1.5593E+01
  4.5667E-01  8.3384E+00  8.3384E+00  1.5716E+01
  4.5706E-01  8.3999E+00  8.3999E+00  1.5830E+01
  4.5744E-01  8.4576E+00  8.4576E+00  1.5936E+01
  4.5782E-01  8.5115E+00  8.5115E+00  1.6032E+01
  4.5821E-01  8.5619E+00  8.5619E+00  1.6120E+01
  4.5859E-01  8.6089E+00  8.6089E+00  1.6199E+01
  4.5897E-01  8.6528E+00  8.6528E+00  1.6272E+01
  4.5936E-01  8.6936E+00  8.6936E+00  1.6337E+01
  4.5974E-01  8.7317E+00  8.7317E+00  1.6395E+01
  4.6013E-01  8.7672E+00  8.7672E+00  1.6448E+01
  4.6051E-01  8.8003E+00  8.8003E+00  1.6495E+01
  4.6089E-01  8.8314E+00  8.8314E+00  1.6537E+01
  4.6128E-01  8.8606E+00  8.8606E+00  1.6575E+01
  4.6166E-01  8.8881E+00  8.8881E+00  1.6608E+01
  4.6204E-01  8.9142E+00  8.9142E+00  1.6639E+01
  4.6243E-01  8.9391E+00  8.9391E+00  1.6666E+01
  4.6281E-01  8.9631E+00  8.9631E+00  1.6692E+01
  4.6320E-01  8.9863E+00  8.9863E+00  1.6715E+01
  4.6358E-01  9.0090E+00  9.0090E+00  1.6738E+01
  4.6396E-01  9.0313E+00  9.0313E+00  1.6760E+01
  4.6435E-01  9.0535E+00  9.0535E+00  1.6781E+01
  4.6473E-01  9.0758E+00  9.0758E+00  1.6803E+01
  4.6511E-01  9.0983E+00  9.0983E+00  1.6826E+01
  4.6550E-01  9.1213E+00  9.1213E+00  1.6849E+01
  4.6588E-01  9.1448E+00  9.1448E+00  1.6874E+01
  4.6627E-01  9.1689E+00  9.1689E+00  1.6901E+01
  4.6665E-01  9.1940E+00  9.1940E+00  1.6930E+01
  4.6703E-01  9.2200E+00  9.2200E+00  1.6961E+01
  4.6742E-01  9.2471E+00  9.2471E+00  1.6996E+01
  4.6780E-01  9.2753E+00  9.2753E+00  1.7033E+01
  4.6818E-01  9.3049E+00  9.3049E+00  1.7073E+01
  4.6857E-01  9.3358E+00  9.3358E+00  1.7117E+01
  4.6895E-01  9.3680E+00  9.3680E+00  1.7164E+01
  4.6934E-01  9.4018E+00  9.4018E+00  1.7215E+01
  4.6972E-01  9.4371E+00  9.4371E+00  1.7270E+01
  4.7010E-01  9.4738E+00  9.4738E+00  1.7329E+01
  4.7049E-01  9.5122E+00  9.5122E+00  1.7392E+01
  4.7087E-01  9.5521E+00  9.5521E+00  1.7459E+01
  4.7125E-01  9.5935E+00  9.5935E+00  1.7530E+01
  4.7164E-01  9.6365E+00  9.6365E+00  1.7604E+01
  4.7202E-01  9.6810E+00  9.6810E+00  1.7683E+01
  4.7241E-01  9.7270E+00  9.7270E+00  1.7766E+01
  4.7279E-01  9.7745E+00  9.7745E+00  1.7853E+01
  4.7317E-01  9.8233E+00  9.8233E+00  1.7943E+01
  4.7356E-01  9.8734E+00  9.8734E+00  1.8037E+01
  4.7394E-01  9.9248E+00  9.9248E+00  1.8134E+01
